交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20200713009130193000410084636642	","20200713001100121100414776072047	",2020/7/13 14:37,2020/7/13 14:37,2020/7/13 14:37,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071322001447411418145040	","20071370045036650607	",2020/7/13 14:37,2020/7/13 14:37,2020/7/13 14:37,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,茶米茶(上海合生汇店)外卖订单     ,117.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200713001080012204410042994575	","                    	",2020/7/13 13:36,                    ,2020/7/13 13:36,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-信诚中证800医药指数分级-买入,1000,支出      ,交易成功    ,0,0,                    ,已支出      
"20200713009130193000410084433809	","20200713001100121100414775901667	",2020/7/13 9:44,2020/7/13 9:44,2020/7/13 9:44,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071322001447411418224350	","ded40b0194304e1b8c7a48dd29f6d37e	",2020/7/13 9:44,2020/7/13 9:44,2020/7/13 9:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,11.82,支出      ,交易成功    ,0,0,                    ,已支出      
"20200713009130193000410084094761	","20200713001100121100414775885267	",2020/7/13 9:23,2020/7/13 9:23,2020/7/13 9:23,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071322001447411418152162	","2812660000489000000000256811420195	",2020/7/13 9:23,2020/7/13 9:23,2020/7/13 9:23,其他（包括阿里巴巴和外部商家）,即时到账交易          ,巴比馒头上海中原路店      ,巴比馒头上海中原路三店         ,4.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200713354181084411 	","                    	",2020/7/13 2:04,                    ,2020/7/13 2:04,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.12-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200713009130193000410083935744	","20200713001100121100414775710545	",2020/7/13 0:49,2020/7/13 0:49,2020/7/13 0:49,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071322001447411418113660	","20071370044650112107	",2020/7/13 0:49,2020/7/13 0:49,2020/7/13 0:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拉扎斯网络科技（上海）有限公司 ,顾客打赏-#3安徽料理         ,5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200713009130193000410083867460	","20200713001100121100414775682263	",2020/7/13 0:17,2020/7/13 0:17,2020/7/13 0:17,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071322001447411418077000	","20071370044638968907	",2020/7/13 0:17,2020/7/13 0:17,2020/7/13 0:17,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,22.61,支出      ,交易成功    ,0,0,                    ,已支出      
"20200712009130193000410083824131	","20200712001100121100414775490267	",2020/7/12 18:07,2020/7/12 18:07,2020/7/12 18:07,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071222001447411417838926	","20071270044387625507	",2020/7/12 18:07,2020/7/12 18:07,2020/7/12 18:07,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,930私房菜(国和路店)外卖订单    ,66.7,支出      ,交易成功    ,0,0,                    ,已支出      
"20200712009130100010410083792870	","LC2020071216080720889023400474185573	",2020/7/12 16:08,2020/7/12 16:08,2020/7/12 16:08,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-单次转入            ,1300,        ,交易成功    ,0,0,                    ,资金转移     
"20200712009130193000410083624545	","20200712001100121100414775405527	",2020/7/12 15:46,2020/7/12 15:46,2020/7/12 15:46,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071222001147411417937022	","T200P1115853987811833850	",2020/7/12 15:46,2020/7/12 15:46,2020/7/14 15:25,淘宝        ,支付宝担保交易         ,百秀大药房旗舰店        ,【狂暑价】日本米如Miru隐形近视眼镜日抛盒30片装半月抛进口旗舰店官网正品 等多件,290,支出      ,交易成功    ,0,0,                    ,已支出      
"20200712009130193000410083472846	","20200712001100121100414775291605	",2020/7/12 12:05,2020/7/12 12:05,2020/7/12 12:05,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071222001447411417837876	","20071270044051667007	",2020/7/12 12:05,2020/7/12 12:05,2020/7/12 12:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,茶米茶(上海合生汇店)外卖订单     ,39.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200712009130125000410083187935	","20200712200040011100230054876425	",2020/7/12 11:43,2020/7/12 11:43,2020/7/12 11:43,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,50,        ,交易成功    ,0,0,                    ,资金转移     
"20200712200040011100230054876425	","                    	",2020/7/12 11:43,2020/7/12 11:43,2020/7/12 11:43,支付宝网站     ,即时到账交易          ,Si              ,昨夜的营养快线             ,50,收入      ,交易成功    ,0,0,昨夜的营养快线             ,已收入      
"20200712009130193000410083476336	","20200712001100121100414775242779	",2020/7/12 11:00,2020/7/12 11:00,2020/7/12 11:00,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071222001447411417826088	","20071270043929533807	",2020/7/12 11:00,2020/7/12 11:00,2020/7/12 11:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,正宗桂林米粉（中原店）外卖订单     ,22.99,支出      ,交易成功    ,0,0,                    ,已支出      
"20200712349513945411 	","                    	",2020/7/12 2:27,                    ,2020/7/12 2:27,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.11-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200712009130193000410083198877	","20200712001100121100414775060540	",2020/7/12 0:47,2020/7/12 0:47,2020/7/12 0:47,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071222001447411417870799	","32e34d52421147c3bd559337e3728486	",2020/7/12 0:47,2020/7/12 0:47,2020/7/12 0:47,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,61.61,支出      ,交易成功    ,0,0,                    ,已支出      
"20200711009130193000410082581124	","20200711001100121100414774766370	",2020/7/11 15:57,2020/7/11 15:57,2020/7/11 15:57,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071122001447411417740717	","20200711040182551541461	",2020/7/11 15:57,2020/7/11 15:57,2020/7/11 15:57,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,来电-充电宝              ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"2020070922001147411416169711_1110075489891833850	","T200P1110075489891833850	",2020/7/11 12:14,                    ,2020/7/11 12:14,淘宝        ,支付宝担保交易         ,恋人·love         ,退款-针织开衫外套小披肩冰丝夏季防晒衣女2020新款薄款外搭配吊带裙子,34.3,收入      ,退款成功    ,0,0,                    ,已收入      
"20200711200040011100410046111519	","                    	",2020/7/11 11:51,2020/7/11 11:52,2020/7/11 11:52,支付宝网站     ,即时到账交易          ,快把钱发过来(庄宜成)     ,转账                  ,500,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20200711001080012204410042640351	","                    	",2020/7/11 11:51,                    ,2020/7/11 11:51,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商中证白酒指数分级-买入  ,1000,支出      ,交易成功    ,0,0,                    ,已支出      
"20200711009130100010410082429145	","LC2020071111501620889023400474189664	",2020/7/11 11:50,2020/7/11 11:50,2020/7/11 11:50,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-单次转入            ,5000,        ,交易成功    ,0,0,                    ,资金转移     
"2020071129020841410140823055	","                    	",2020/7/11 11:11,2020/7/11 11:11,2020/7/11 11:11,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2020年07月账单   ,964.55,        ,还款成功    ,0,0,                    ,资金转移     
"2020071122001447411417438100	","20071170043043609807	",2020/7/11 9:39,2020/7/11 9:39,2020/7/11 9:39,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,福建千里香馄饨王外卖订单        ,17.8,支出      ,交易成功    ,0,0,                    ,已支出      
"20200711344307124411 	","                    	",2020/7/11 2:38,                    ,2020/7/11 2:38,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.10-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2020071022001447411416841534	","c087587cb6c54e5ea2246ca89ff0caca	",2020/7/10 20:03,2020/7/10 20:03,2020/7/10 20:03,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,13.14,支出      ,交易成功    ,0,0,                    ,已支出      
"2020071022001447411416573275	","22126600004928000020071012275394425985	",2020/7/10 12:27,2020/7/10 12:27,2020/7/10 12:27,其他（包括阿里巴巴和外部商家）,即时到账交易          ,米芝莲             ,米芝莲 五角场万达店-消费       ,36,支出      ,交易成功    ,0,0,                    ,已支出      
"2020071022001447411416611126	","db0db5e8e50a42618b439b7ef0223878	",2020/7/10 9:41,2020/7/10 9:41,2020/7/10 9:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,15.53,支出      ,交易成功    ,0,0,                    ,已支出      
"2020071022001147411416905698	","T200P1111336547010833850	",2020/7/10 8:08,2020/7/10 8:08,2020/7/12 13:31,淘宝        ,支付宝担保交易         ,维达官方旗舰店         ,【狂暑价】维达立体美卷纸无芯纸巾4层120g24卷 厕纸手纸家用实惠装卫生纸cy,39.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2020070922001447411416314930	","45942915321902340047418	",2020/7/9 18:45,2020/7/9 18:45,2020/7/9 18:46,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*炜炜             ,商品                  ,40,支出      ,交易成功    ,0,0,                    ,已支出      
"2020070922001447411415965103	","071266000049570000287500090562202007097732652076	",2020/7/9 17:34,2020/7/9 17:34,2020/7/9 17:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,琦鼎鸭国和店          ,订单-820200709173406238545135293010-琦鼎鸭国和店订单号：2007090100300717528校验码:7399,32,支出      ,交易成功    ,0,0,                    ,已支出      
"20200709009130125000410080737053	","20200709200040011100020057604611	",2020/7/9 17:33,2020/7/9 17:33,2020/7/9 17:33,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,330,        ,交易成功    ,0,0,                    ,资金转移     
"20200709200040011100020057604611	","                    	",2020/7/9 17:32,2020/7/9 17:33,2020/7/9 17:33,支付宝网站     ,即时到账交易          ,快把钱发过来          ,转账                  ,330,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200709200040011100410044927588	","                    	",2020/7/9 17:10,2020/7/9 17:10,2020/7/9 17:10,支付宝网站     ,即时到账交易          ,快把钱发过来(庄宜成)     ,转账                  ,330,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2020070922001147411416177642	","T200P1110212578121833850	",2020/7/9 16:56,2020/7/9 16:56,2020/7/10 21:34,淘宝        ,支付宝担保交易         ,蛋皮多多            ,花栗鼠小姐 冰丝针织衫女夏季防晒开衫百搭显瘦薄款上衣宽松外穿,94,支出      ,交易成功    ,0,0,                    ,已支出      
"2020070922001147411416540971_1110031425780833850	","T200P1110031425780833850	",2020/7/9 16:37,                    ,2020/7/9 16:37,淘宝        ,支付宝担保交易         ,孙春红0202         ,退款-原创复古少女镂空TT纱白色粉色梅子色绿色针织小开衫 K,58,收入      ,退款成功    ,0,0,                    ,已收入      
"2020070922001447411416043462	","20200709040149106241461	",2020/7/9 16:24,2020/7/9 16:24,2020/7/9 16:24,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,街电充电宝               ,1.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200709009130193000410080881062	","20200709001100121100414773451679	",2020/7/9 16:13,2020/7/9 16:13,2020/7/9 16:13,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070922001147411416169711	","T200P1110075489891833850	",2020/7/9 16:13,2020/7/9 16:13,2020/7/11 12:14,淘宝        ,支付宝担保交易         ,恋人·love         ,针织开衫外套小披肩冰丝夏季防晒衣女2020新款薄款外搭配吊带裙子,34.3,支出      ,交易关闭    ,0,0,                    ,已支出      
"20200709009130193000410080674573	","20200709001100121100414773438790	",2020/7/9 16:00,2020/7/9 16:00,2020/7/9 16:00,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070922001447411415920087	","TCAP2007091600186433673460	",2020/7/9 16:00,2020/7/9 16:00,2020/7/9 16:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,满记甜品(上海凯德LUONE店),满记甜品(上海凯德LUONE店)    ,19,支出      ,交易成功    ,0,0,                    ,已支出      
"20200709009130193000410080535028	","20200709001100121100414773422787	",2020/7/9 15:48,2020/7/9 15:48,2020/7/9 15:48,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070922001147411416540971	","T200P1110031425780833850	",2020/7/9 15:48,2020/7/9 15:48,2020/7/9 16:37,淘宝        ,支付宝担保交易         ,孙春红0202         ,原创复古少女镂空TT纱白色粉色梅子色绿色针织小开衫 K,58,支出      ,交易关闭    ,0,0,                    ,已支出      
"20200709009130193000410080742950	","20200709001100121100414773421092	",2020/7/9 15:11,2020/7/9 15:11,2020/7/9 15:11,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070922001447411415965073	","63106600004857000220200709151125073890	",2020/7/9 15:11,2020/7/9 15:11,2020/7/9 15:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海市静安区爱蕊崎服装店    ,上海市静安区爱蕊崎服装店        ,219,支出      ,交易成功    ,0,0,                    ,已支出      
"20200709009130125000410080812989	","20200709200040011100020057510237	",2020/7/9 14:28,2020/7/9 14:28,2020/7/9 14:28,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,500,        ,交易成功    ,0,0,                    ,资金转移     
"20200709200040011100020057510237	","                    	",2020/7/9 14:28,2020/7/9 14:28,2020/7/9 14:28,支付宝网站     ,即时到账交易          ,快把钱发过来          ,转账                  ,500,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200709009130193000410080385406	","20200709001100121100414773296396	",2020/7/9 11:20,2020/7/9 11:20,2020/7/9 11:20,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070922001447411415794415	","d0c701375ab2479a9181e95cb104c783	",2020/7/9 11:20,2020/7/9 11:20,2020/7/9 11:20,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,27.34,支出      ,交易成功    ,0,0,                    ,已支出      
"20200708009130193000410079770999	","20200708001100121100414772888136	",2020/7/8 19:21,2020/7/8 19:21,2020/7/8 19:21,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070822001447411415819547	","20200708030397      	",2020/7/8 19:21,2020/7/8 19:21,2020/7/8 19:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海汽车集团财务有限责任公司  ,享道出行                ,6.59,支出      ,交易成功    ,0,0,                    ,已支出      
"20200708009130193000410079834984	","20200708001100121100414772741959	",2020/7/8 15:09,2020/7/8 15:09,2020/7/8 15:09,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070822001447411415263240	","222140490844        	",2020/7/8 15:09,2020/7/8 15:09,2020/7/8 15:09,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,7,支出      ,交易成功    ,0,0,                    ,已支出      
"20200708009130193000410079537573	","20200708001100121100414772538794	",2020/7/8 9:39,2020/7/8 9:39,2020/7/8 9:39,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070822001447411415347621	","1051137403920520417 	",2020/7/8 9:39,2020/7/8 9:39,2020/7/8 9:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,享道出行            ,高德地图打车订单            ,17.7,支出      ,交易成功    ,0,0,                    ,已支出      
"20200708326530995411 	","                    	",2020/7/8 2:24,                    ,2020/7/8 2:24,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.07-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200707009130193000410078905138	","20200707001100121100414772207847	",2020/7/7 19:14,2020/7/7 19:14,2020/7/7 19:14,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070722001447411415061063	","20070770040289855307	",2020/7/7 19:14,2020/7/7 19:14,2020/7/7 19:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,蘇小柳点心专门店（五角场店）外卖订单  ,35.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20200707009130193000410079191821	","20200707001100121100414772215061	",2020/7/7 19:12,2020/7/7 19:12,2020/7/7 19:12,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070722001447411414670460	","20200707191013691054	",2020/7/7 19:12,2020/7/7 19:12,2020/7/7 19:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民解放军海军军医大学第一附属医院,急诊内科()              ,10.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200707009130193000410079164520	","20200707001100121100414772212765	",2020/7/7 19:09,2020/7/7 19:09,2020/7/7 19:09,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070722001447411415262999	","20200707190709586053	",2020/7/7 19:09,2020/7/7 19:09,2020/7/7 19:09,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民解放军海军军医大学第一附属医院,内科急诊                ,6,支出      ,交易成功    ,0,0,                    ,已支出      
"20200707009130193000410078999551	","20200707001100121100414772194080	",2020/7/7 19:04,2020/7/7 19:04,2020/7/7 19:04,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070722001447411415185898	","210_202007072157652201421621	",2020/7/7 19:04,2020/7/7 19:04,2020/7/7 19:04,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-朱师傅            ,14,支出      ,交易成功    ,0,0,                    ,已支出      
"20200707009130193000410078892389	","20200707001100121100414772068570	",2020/7/7 15:14,2020/7/7 15:14,2020/7/7 15:14,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070722001447411414644478	","221964652844        	",2020/7/7 15:14,2020/7/7 15:14,2020/7/7 15:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.8,支出      ,交易成功    ,0,0,                    ,已支出      
"20200707009130193000410078290626	","20200707001100121100414771883739	",2020/7/7 9:08,2020/7/7 9:08,2020/7/7 9:08,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070722001447411413839536	","4412660000489000000000147011420189	",2020/7/7 9:08,2020/7/7 9:08,2020/7/7 9:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,巴比馒头上海中原路店      ,巴比馒头上海中原路三店         ,4.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200707317006177411 	","                    	",2020/7/7 2:29,                    ,2020/7/7 2:29,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.06-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200706009130193000410077795906	","20200706001100121100414771528581	",2020/7/6 18:48,2020/7/6 18:48,2020/7/6 18:48,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070622001447411413892066	","20200706184558613518	",2020/7/6 18:48,2020/7/6 18:48,2020/7/6 18:48,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民解放军海军军医大学第一附属医院,急诊内科()              ,10.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200706009130193000410078186579	","20200706001100121100414771511614	",2020/7/6 18:38,2020/7/6 18:38,2020/7/6 18:38,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070622001447411414275039	","20200706183527504511	",2020/7/6 18:38,2020/7/6 18:38,2020/7/6 18:38,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民解放军海军军医大学第一附属医院,内科急诊                ,6,支出      ,交易成功    ,0,0,                    ,已支出      
"20200706009130193000410077814268	","20200706001100121100414771410671	",2020/7/6 15:30,2020/7/6 15:30,2020/7/6 15:30,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070622001447411414375361	","20070670039368953607	",2020/7/6 15:30,2020/7/6 15:30,2020/7/6 15:30,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,福建千里香馄饨王外卖订单        ,20.8,        ,交易成功    ,0,0,                    ,         
"20200706009130193000410077358065	","20200706001100121100414771184259	",2020/7/6 8:40,2020/7/6 8:40,2020/7/6 8:40,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070622001447411414001649	","11080600720070600610622989918	",2020/7/6 8:40,2020/7/6 8:40,2020/7/6 8:40,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,世纪联华(杨浦国和路店)        ,25.7,        ,交易成功    ,0,0,                    ,         
"20200706315072092411 	","                    	",2020/7/6 2:20,                    ,2020/7/6 2:20,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.05-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200705009130193000410077078944	","20200705001100121100414770766447	",2020/7/5 17:35,2020/7/5 17:35,2020/7/5 17:35,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070522001447411413838824	","210_202007056791050201116446	",2020/7/5 17:34,2020/7/5 17:34,2020/7/5 17:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,感谢红包                ,20,支出      ,交易成功    ,0,0,                    ,已支出      
"20200705009130193000410077004708	","20200705001100121100414770770386	",2020/7/5 17:26,2020/7/5 17:26,2020/7/5 17:26,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070522001447411413607194	","210_202007052156344301520646	",2020/7/5 17:26,2020/7/5 17:26,2020/7/5 17:26,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-韩师傅            ,200.12,支出      ,交易成功    ,0,0,                    ,已支出      
"20200705305544710411 	","                    	",2020/7/5 2:11,                    ,2020/7/5 2:11,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.04-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200704009130193000410076240426	","20200704001100121100414770329732	",2020/7/4 22:46,2020/7/4 22:46,2020/7/4 22:46,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070422001447411413652737	","AFPSHA0601593873961844027008	",2020/7/4 22:46,2020/7/4 22:46,2020/7/4 22:46,其他（包括阿里巴巴和外部商家）,即时到账交易          ,肯德基(青浦餐厅)       ,KFC_PREAFPSHA0601593873961844027008,15.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200704009130193000410076041436	","20200704001100121100414770228430	",2020/7/4 19:18,2020/7/4 19:18,2020/7/4 19:18,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070422001447411413018645	","48126600004928000020070419182000979180	",2020/7/4 19:18,2020/7/4 19:18,2020/7/4 19:18,其他（包括阿里巴巴和外部商家）,即时到账交易          ,啤酒村             ,啤酒村-啤酒村-消费          ,396,支出      ,交易成功    ,0,0,                    ,已支出      
"20200704009130193000410075920178	","20200704001100121100414770210414	",2020/7/4 18:45,2020/7/4 18:45,2020/7/4 18:45,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020070422001447411413444293	","210_202007042155804101195176	",2020/7/4 18:45,2020/7/4 18:45,2020/7/4 18:45,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-王师傅            ,8.19,支出      ,交易成功    ,0,0,                    ,已支出      
